id,trigger,conditions,script,text,options,notes
customsInspectionResultTollFineHostile,InspectionResultResponse,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL_AND_FINE
RepIsAtBest $faction.id HOSTILE score:100",FireBest CustomsInspectionEndHostile,"$personName observa o relatório, olha para você, volta a observar o relatório e corta a comunicação sem dizer uma palavra. Seus scanners detectam assinaturas de armas sendo energizadas.",,
# customs inspection -payment options,,,,,,
customsInspectionPayToll,CustomsInspectionPayOptions,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL
$entity.playerCanAffordPayment",,,0:payCIToll:Pagar o pedágio ($tollAmount créditos),
customsInspectionPayTollAndFine,CustomsInspectionPayOptions,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL_AND_FINE
$entity.playerCanAffordPayment",,,0:payCIFine:Entregar mercadorias ilegais; pagar o pedágio e a multa ($tollAmount créditos),
customsInspectionCantAffordToll,CustomsInspectionPayOptions,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL
!$entity.playerCanAffordPayment",,,0:cantAffordToll:Explicar que não pode pagar,
customsInspectionCantAffordFine,CustomsInspectionPayOptions,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL_AND_FINE
!$entity.playerCanAffordPayment",,,0:cantAffordFine:Explicar que não pode pagar,
customsInspectionRefuseToll,CustomsInspectionPayOptions,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL",,,10:refuseCIToll:Recusar-se a pagar,
customsInspectionRefuseFine,CustomsInspectionPayOptions,"$entity.doingCustomsInspection score:100
$entity.inspectionResultType == TOLL_AND_FINE",,,10:refuseCIFine:Recusar-se a cooperar,
# customs inspection - payment option effects,,,,,,
optionPayCIToll,DialogOptionSelected,$option == payCIToll,"CustomsInspectionApplyResult
AdjustRep $faction.id CUSTOMS_PAID
FireBest CustomsInspectionEndPeaceful","""Obrigado pela cooperação."" $personRank $personName acena com a cabeça e encerra a comunicação.",,
optionPayCIFine,DialogOptionSelected,$option == payCIFine,"CustomsInspectionApplyResult
AdjustRep $faction.id CUSTOMS_PAID
FireBest CustomsInspectionEndPeaceful","""Obrigado pela cooperação. Isso será anotado em seu histórico."" $personRank $personName acena com a cabeça e encerra a comunicação.",,
optionRefuseCITollPassRep,DialogOptionSelected,"$option == refuseCIToll
$entity.repCheckResult > 0.2
RepIsAtWorst $faction.id FAVORABLE","AdjustRep $faction.id CUSTOMS_REFUSED_TOLL
FireBest CustomsInspectionEndPeaceful","$personName olha para você com desdém, mas, por algum motivo, não insiste no assunto. Após alguns segundos de silêncio, você encerra a comunicação.",,
optionRefuseCIToll,DialogOptionSelected,$option == refuseCIToll,"AdjustRep $faction.id CUSTOMS_REFUSED_TOLL
FireBest CustomsInspectionEndHostile","""Isso é algo de que você vai se arrepender.""

A conexão é cortada antes que você possa responder.",,
optionRefuseCIFinePassRep,DialogOptionSelected,"$option == refuseCIFine
$entity.repCheckResult > 0.6
RepIsAtWorst $faction.id FAVORABLE","AdjustRep $faction.id CUSTOMS_REFUSED_FINE
FireBest CustomsInspectionEndPeaceful","$personName observa você com atenção e, por algum motivo, não insiste no assunto. Após alguns segundos de silêncio, você encerra a comunicação.",,
optionRefuseCIFine,DialogOptionSelected,$option == refuseCIFine,"AdjustRep $faction.id CUSTOMS_REFUSED_FINE
FireBest CustomsInspectionEndHostile","""Isso é algo de que você vai se arrepender muito, muito.""

A conexão é cortada antes que você possa responder.",,
optionCantAffordToll,DialogOptionSelected,$option == cantAffordToll,"AdjustRep $faction.id CUSTOMS_COULD_NOT_AFFORD
FireBest CustomsInspectionEndPeaceful","""Que pena. Sua recusa em pagar será anotada em seu histórico.""",,
optionCantAffordFine,DialogOptionSelected,$option == cantAffordFine,AdjustRep $faction.id CUSTOMS_COULD_NOT_AFFORD,"""Que pena. Tenho certeza de que você ainda planeja entregar prontamente o contrabando, não é mesmo?""","0:payCIFine:""Sim, claro.""
1:refuseCIFine:""Acho que não.""",
,,,,,,
,,,,,,
,,,,,,
# customs inspection - ending the conversation,,,,,,
customsInspectionEndingPeaceful,CustomsInspectionEndPeaceful,,"unset $entity.doingCustomsInspection
MakeOtherFleetHostile customs false
MakeOtherFleetAggressive customs false
EndConversation",,,
customsInspectionEndingHostile,CustomsInspectionEndHostile,,"unset $entity.doingCustomsInspection
$entity.ignorePlayerCommRequests = true 1
EndConversation",,,
,,,,,,
# no trading w/ same faction market while customs inspection is in progress,,,,,,
marketPostOpenCustomsInProgress,MarketPostOpen,"$hasMarket
$global.customsInspectionFactionId == $faction.id score:100","SetShortcut marketLeave ""ESCAPE""",A autoridade portuária recusa sua autorização de atracamento para $shipOrFleet até que a inspeção alfandegária seja resolvida. Também é impossível entrar em contato com quaisquer grupos clandestinos dispostos a negociar devido à patrulha que está de olho em você.,10:marketLeave:Sair,
,,,,,,
# new game creation,,,,,,
onNewGameCreationStart,BeginNewGameCreation,,"NGCAddCredits 2000
FireAll InitNewGameChoices",,,
initNewGameChoicesDev,AddNewGameChoices,$global.isDevMode,,,100:ngcDevStart:>>(dev) início rápido,
initNewGameChoicesDev2,AddNewGameChoices,$global.isDevMode,,,101:ngcDevStart2:>>(dev) início rápido personalizado sem avanço de tempo,
initNewGameChoices,InitNewGameChoices,,FireAll AddNewGameChoices,Sua ocupação mais recente foi como...,,
ngcWolfStart,AddNewGameChoices,,"SetTooltip ngcWolf ""A classe Wolf é uma fragata de combate elegante e letal, com estatísticas logísticas medianas.\n\nMelhor usada próximo à civilização ou com o apoio de outras naves com maior capacidade de carregar combustível e suprimentos.""",,"0:ngcWolf:Um caçador de recompensas, comandando uma fragata da classe Wolf",
ngcWayfarerStart,AddNewGameChoices,,"SetTooltip ngcWayfarer ""A Wayfarer é uma nave desajeitada com excelente capacidade de carregar carga, combustível e tripulação.\n\nSua capacidade de combate é limitada, mas não deve ser subestimada — projetada para operar nas franjas da civilização, este cargueiro é bastante capaz de se defender.""",,"1:ngcWayfarer:Um catador, comandando um cargueiro de combate da classe Wayfarer",
ngcExplorerStart,AddNewGameChoices,,"SetTooltip ngcExplorer ""Um grupo de naves capazes de realizar operações de salvamento nas franjas do Setor e de se defender contra a maioria das ameaças encontradas lá.\n\nInclui um petroleiro para aumentar a capacidade de combustível e o alcance de exploração, além de capacidade de carga suficiente para transportar o salvamento de volta aos Mundos Centrais.""",,"2:ngcExplorer:Um explorador, liderando uma expedição de salvamento a bordo de um cruzador da classe Apogee (início mais rápido)",
ngcMercStart,AddNewGameChoices,,"SetTooltip ngcMerc ""Uma pequena força-tarefa altamente capaz em combate, voltada para caça de recompensas.\n\nInclui um pequeno petroleiro para estender ligeiramente seu alcance operacional.""",,"3:ngcMerc:Um mercenário, liderando uma pequena força a bordo de um destruidor da classe Hammerhead (início mais rápido)",
ngcRandomStart,AddNewGameChoices,,"SetTooltip ngcRandom ""Uma coleção aleatória de naves, ligeiramente mais fracas no geral do que qualquer uma das opções de \""início rápido\"", mas aproximadamente no mesmo nível.""",,"4:ngcRandom:Um freelancer, fazendo qualquer trabalho que conseguir arranjar (início aleatório)",
ngcSpacerStart,AddNewGameChoices,CheckSetting enableSpacerStart,"SetTooltip ngcSpacer ""Um transporte não-combatente, falta geral de recursos e uma dívida que deve ser paga. Início muito difícil, destinado apenas como um desafio para o viajante estelar que já viu de tudo.""",,"5:ngcSpacer:""Um viajante espacial. Um cargueiro quebrado. Uma dívida de uma vida inteira."" (muito difícil)",
,,,,,,
#ngcDisableSpacerOption,NGCDisableSpacerOption,!NGCCanSkipTutorial,"SetEnabled ngcSpacer false
SetTooltip ngcSpacer ""Need to start at least one game with the tutorial in order to be able to select this starting option.""",,,
ngcWolfPicked,NewGameOptionSelected,$option == ngcWolf,"NGCAddShip wolf_Starting
FireAll NGCSecondShipOptions",,,
ngcWayfarerPicked,NewGameOptionSelected,$option == ngcWayfarer,"NGCAddShip wayfarer_Starting
FireAll NGCSecondShipOptions",,,
ngcExplorerPicked,NewGameOptionSelected,$option == ngcExplorer,"#NGCAddShip mule_Standard
NGCAddShip apogee_Starting
NGCAddShip condor_Support
NGCAddShip wayfarer_Starting
NGCAddShip shepherd_Starting
NGCAddShip dram_Light
#NGCAddShip crig_Standard
NGCAddCredits 18000
$ngcExplorerSelected = true
FireAll NGCDifficultyOptions",,,
ngcMercPicked,NewGameOptionSelected,$option == ngcMerc,"NGCAddShip hammerhead_Balanced
NGCAddShip drover_Starting
NGCAddShip centurion_Starting
NGCAddShip lasher_CS
NGCAddShip dram_Light
NGCAddCredits 18000
$ngcMercSelected = true
AddTextSmall ""Oficial de nível 1 adquirido"" good
SetTextHighlights ""level 1 officer""
$ngcAddOfficer = true
FireAll NGCDifficultyOptions",,,
ngcRandomPicked,NewGameOptionSelected,$option == ngcRandom,"NGCAddShipSilent hammerhead_Balanced
$ngcRandomSelected = true
FireAll NGCDifficultyOptions",,,
ngcSpacerPicked,NewGameOptionSelected,$option == ngcSpacer,"NGCAddShip kite_original_Stock
$ngcSpacerSelected = true
NGCSetDifficulty normal",,0:ngcSpacerContinue:Continuar,
ngcSpacerContinue,NewGameOptionSelected,$option == ngcSpacerContinue,"$ngcSkipTutorial = true
NGCAddCharacterPoints 1
NGCSetStartingLocation Corvus -2500 3000
NGCAddStandardStartingScript
NGCDone",,,
ngcPickSecondShip,NGCSecondShipOptions,,"SetTooltip ngcKite ""A classe Kite é uma nave leve e ágil com armamento limitado.\n\nNão é capaz de causar muito dano sozinha, mas pode ser uma distração persistente, especialmente nas mãos de um oficial com o conjunto certo de habilidades defensivas.""
SetTooltip ngcShepherd ""O Shepherd não é uma nave de combate, sendo lenta e frágil, embora seus drones sejam capazes de fornecer apoio decente a outra nave.\n\nSeu verdadeiro valor, no entanto, está em um porão de carga generoso e inúmeras características de casco voltadas para salvamento e levantamento.\n\nSua carga de maquinário pesado também é útil para realizar operações de salvamento e levantamento.""","Além disso, sua frota inclui...","0:ngcKite:Um transporte da classe Kite, sob o comando de um subordinado experiente
1:ngcShepherd:Um tender de drones da classe Shepherd, com uma carga de maquinário pesado",
ngcKitePicked,NewGameOptionSelected,$option == ngcKite,"NGCAddShip kite_Starting
AddTextSmall ""Oficial de nível 1 adquirido"" good
SetTextHighlights ""level 1 officer""
$ngcAddOfficer = true
FireAll NGCDifficultyOptions",,,
ngcShepherdPicked,NewGameOptionSelected,$option == ngcShepherd,"NGCAddShip shepherd_Starting
NGCAddCargo RESOURCES heavy_machinery 20
FireAll NGCDifficultyOptions",,,
ngcDifficulty,NGCDifficultyOptions,,"SetTooltip ngcEasy ""- Suas naves sofrem 25% menos dano\n- Alcance dos sensores aumentado em 500 unidades\n- Salvamento aumentado em 50%""
SetTooltipHighlightColors ngcEasy hColor hColor hColor
SetTooltipHighlights ngcEasy ""25%"" ""500"" ""50%""
SetTooltip ngcNormal ""Configurações padrão equilibradas para uma experiência desafiadora.""","Selecione o nível de dificuldade da campanha. ""Fácil"" é recomendado para jogadores pela primeira vez.","0:ngcNormal:Normal
1:ngcEasy:Fácil",
ngcEasyPicked,NewGameOptionSelected,$option == ngcEasy,"NGCSetDifficulty easy
FireAll NGCTutorialOptions",,,
ngcNormalPicked,NewGameOptionSelected,$option == ngcNormal,"NGCSetDifficulty normal
FireAll NGCTutorialOptions",,,
ngcWithTutorial,NGCTutorialOptions,,"SetTooltip ngcTutorial ""Inicia com uma missão tutorial que apresenta as mecânicas de campanha de alto nível e habilidades ativas.""",,0:ngcTutorial:Começar com o tutorial!,
ngcSkipTutorial,NGCTutorialOptions,NGCCanSkipTutorial,"SetTooltip ngcSkip ""Pular o tutorial. Fornecerá condições de início aproximadamente iguais às de terminar o tutorial normalmente.""",,1:ngcSkip:Pular,
ngcSkipTutorialNoSkip,NGCTutorialOptions,!NGCCanSkipTutorial,"SetTooltip ngcSkip ""É necessário iniciar pelo menos um jogo com o tutorial para poder pulá-lo.""
SetEnabled ngcSkip false",,1:ngcSkip:Pular,
ngcTutorialPicked,NewGameOptionSelected,$option == ngcTutorial,"NGCSetStartingLocation Galatia 1000 -15000
NGCAddStandardStartingScript
#NGCSetWithTimePass false
NGCDone",,,
ngcSkipTutorialPicked,NewGameOptionSelected,$option == ngcSkip,"$ngcSkipTutorial = true
NGCAddCharacterPoints 1
NGCSetStartingLocation Corvus -2500 3000
NGCAddStandardStartingScript
#NGCSetWithTimePass false
NGCDone",,,
,,,,,,
,,,,,,
,,,,,,
ngcDevStartOption,NewGameOptionSelected,$option == ngcDevStart,"NGCAddShip ""tempest_Starting""
NGCAddCargo RESOURCES crew 20
NGCAddCargo RESOURCES supplies 20
NGCAddCargo RESOURCES fuel 20
NGCAddCredits 1000000
NGCSetAptitude technology 0
NGCSetSkill gunnery_implants 0
NGCSetSkill navigation 0
NGCSetAptitude combat 0
NGCAddCharacterPoints 100
NGCSetStartingLocation hyperspace -10000 -10000
NGCSetDifficulty normal
NGCSetWithTimePass false
NGCAddDevStartingScript
NGCDone",,,
ngcDevStartOption2,NewGameOptionSelected,$option == ngcDevStart2,"NGCAddShip ""medusa_Attack""
NGCAddCargo RESOURCES crew 50
NGCAddCargo RESOURCES supplies 40
NGCAddCargo RESOURCES fuel 60
NGCAddCredits 1000001
NGCSetAptitude technology 0
NGCSetAptitude combat 0
NGCAddCharacterPoints 200
#NGCSetStartingLocation Galatia 1000 -13000
NGCSetStartingLocation hyperspace -10000 -10000
NGCSetDifficulty normal
NGCSetWithTimePass false
NGCSetCustom customDevStart true
NGCAddDevStartingScript
NGCDone",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"# CONVERSATIONS
# note: during a conversation,
# the person and not the entity
# memory is used by default
# entity memory is accessible
# by using the entity. prefix",,,,,,
convDefault,OpenCDE,,"AddText ""Estabelecendo conexão..."" buttonText
FireBest PickGreeting",Você transmite o ID da comunicação e aguarda o sistema estabelecer a conexão.,,
convDefaultGreeting,PickGreeting,!$contact_printedFirstReturnGreeting,"$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Olá. O que você deseja?""",,
defaultGreetingIgnore,PickGreeting,$temporarilyIgnoreYou score:10,,"Após uma breve espera, sua solicitação de conexão é negada.",0:cutCommLink:Encerrar a comunicação,
defaultGreetingIgnoreB,PickGreeting,$ignorePlayerCommRequests score:10,,"Após uma breve espera, sua solicitação de conexão é negada.",0:cutCommLink:Encerrar a comunicação,
convDefaultGreetingSoldier,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == soldier","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Comunicação aberta, declare seu pedido.""
OU
A comunicação se resolve mostrando $Post $personLastName sentado rigidamente.

""Canal livre, prossiga.""",,
convDefaultGreetingFaithful,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == faithful","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Que as bênçãos estejam com você. Como posso auxiliá-lo?""
OU
A comunicação se resolve mostrando $personName, que junta $hisOrHer mãos em cumprimento.

""A Providência provê. O que posso oferecer-lhe hoje?""",,
convDefaultGreetingPather,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == pather","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Que este dia seja abençoado, pois nos aproxima do Armagedom.""
OU
A comunicação se resolve mostrando $personName, que junta $hisOrHer mãos em cumprimento.

""Bendito seja nosso Caminho, e justa nossa aversão ao pecado,"" $heOrShe diz, então olha para cima.
OU
A conexão cicla, apresenta falhas e, por fim, se resolve através de qualquer equipamento antigo que o $post esteja usando.

$HeOrShe olha para cima: ""Com martelo e espada flamejante, eu te saúdo.""
OU
Após uma breve espera, sua solicitação de conexão é aceita apesar de uma série de avisos de incompatibilidade de protocolo.

""Louvem estes tempos finais, com martelo em punho!"" o $post diz em cumprimento.",,
convDefaultGreetingSpacer,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == spacer","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Pois bem, qual é o seu negócio?""
OU
As imagens da comunicação se resolvem após várias tentativas, embora com ocasional cintilação. $PersonName parece estar usando uma unidade de comunicação antiga ou danificada por radiação.

""Estrelas brilhantes e queimas longas. Como posso estar ajudando?""",,
convDefaultGreetingAristo,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == aristo","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Saudações, caro capitão. O que o traz até mim?""
OU
Após uma breve espera, sua solicitação de conexão é aceita.

""Ora, olá, que personagem interessante."" $HeOrShe olha para você com expectativa. ""Eu o contratei para alguma coisa, não foi?""
OU
A comunicação se resolve no rosto de $personName — distraído com algo fora da tela. ""Ah, você me interrompeu... bem, tudo bem, tudo bem. O estrago já está feito.""

""Você!"" — dito a alguém fora da tela — ""Você pode terminar depois, devo atender isso.""

$PersonName finalmente se volta para você: ""—Bem, então, o que poderia ser tão importante?""",,
convDefaultGreetingOfficial,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == official","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Aqui é $Post $personName. Como posso ser útil?""",,
convDefaultGreetingBusiness,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == business","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Bem-vindo, bem-vindo! Que negócios você tem comigo hoje?""",,
convDefaultGreetingScientist,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == scientist","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Saudações. Estou muito ocupado, então apenas me diga o que você quer.""",,
convDefaultGreetingVillain,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == villain","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Ora, que bela $shipOrFleet você tem aí, capitão. O que o traz à minha humilde órbita?""",,
convDefaultGreeting2,PickGreeting,$contact_printedFirstReturnGreeting,"ShowPersonVisual
FireAll PopulateOptions","""Mais alguma coisa que eu possa fazer por você?""
OU
""Ah, é você. Esqueceu de algo?""
OU
$HeOrShe olha para cima: ""Ah, olá novamente.""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreeting2aristo,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == aristo","ShowPersonVisual
FireAll PopulateOptions","""Pois bem? Espero que haja algo mais que você precise, não é mesmo.""",,
convDefaultGreeting2official,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == official","ShowPersonVisual
FireAll PopulateOptions","""$PlayerSirOrMadam, sim."" $HeOrShe lhe lança um olhar. ""O que mais você requer?""",,
convDefaultGreeting2business,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == business","ShowPersonVisual
FireAll PopulateOptions","""Sim, o que é?"" $HeOrShe diz. ""Devo estar cobrando por minuto.""",,
convDefaultGreeting2villain,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == villain","ShowPersonVisual
FireAll PopulateOptions","""Ah, você retornou?"" $HeOrShe assume uma expressão de falsa preocupação. ""E tão rápido; não ouso perguntar.""",,
convDefaultGreeting2soldier,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == soldier","ShowPersonVisual
FireAll PopulateOptions","""Entendido. Aqui é $personLastName,"" $heOrShe ladra. ""Prossiga.""",,
convDefaultGreeting2faithful,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == faithful","ShowPersonVisual
FireAll PopulateOptions","""Bom dia, novamente,"" $heOrShe diz. ""Diga-me seu propósito.""",,
convDefaultGreeting2pather,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == pather","ShowPersonVisual
FireAll PopulateOptions","""Sua jornada retorna,"" $heOrShe diz. ""Diga-me seu propósito.""",,
convDefaultGreeting2spacer,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == spacer","ShowPersonVisual
FireAll PopulateOptions","""Saudações novamente, $personLastName. Qual é a sua necessidade?""",,
convDefaultGreeting2scientist,PickGreeting,"$contact_printedFirstReturnGreeting
$voice == scientist","ShowPersonVisual
FireAll PopulateOptions","""Você de novo?"" $HeOrShe lhe lança um rápido olhar. ""Sim, sim, estou aqui. O que é agora?""",,
convDefaultGreetingActive,PickGreetingActive,,"ShowPersonVisual
FireAll PopulateOptions","Alô? Ah, sabe como é, deixa pra lá. ID de comunicação errado.",,
addMHubOption,PopulateOptions,"$isPerson
MissionHubCMD hasHub
Call $mHub setMHOptionText",FireBest UpdateMHOpenOptionText,,5:mh_open:$mh_openOptionText,
openMhubOptionSel,DialogOptionSelected,$option == mh_open,"Call $mHub prepare
FireBest MHOpenText
Call $mHub listMissions
SetEnabled mh_open false",,,
addMhubCloseOption,AddMHCloseOption,,"SetShortcut mh_close ""ESCAPE""",,"1000:mh_close:""Vou precisar pensar a respeito.""",
closeMhub,DialogOptionSelected,$option == mh_close,"Call $mHub doCleanup
FireAll PopulateOptions",,,
convOptionLeave,PopulateOptions,"$isPerson
!$cutCommLinkPolite","SetShortcut cutCommLink ""ESCAPE""",,100:cutCommLink:Cortar a ligação,
convOptionLeavePolite,PopulateOptions,"$isPerson
$cutCommLinkPolite","SetShortcut cutCommLinkPolit ""ESCAPE""",,100:cutCommLinkPolite:Cortar a ligação,
convEnd,DialogOptionSelected,$option == cutCommLink,"ShowDefaultVisual
EndConversation",Você cortou a ligação.,,
convEnd2,DialogOptionSelected,$option == cutCommLink2,"ShowDefaultVisual
EndConversation",Você cortou a ligação.,,
convEndNoText,DialogOptionSelected,$option == cutCommLinkNoText,"ShowDefaultVisual
EndConversation NO_CONTINUE",,,
convEndNoText2,DialogOptionSelected,$option == cutCommLinkNoText2,"ShowDefaultVisual
EndConversation NO_CONTINUE",,,
convEndPolite,DialogOptionSelected,$option == cutCommLinkPolite,"ShowDefaultVisual
EndConversation",Você cortou a ligação após trocar algumas gentilezas.,,
# NPC comm requests when player enters market,,,,,,
checkNPCWantingToTalk,MarketPostOpen,"!$global.initiatedCommsAlready
NPCWantsComms
PickCommsNPC score:1000","$global.initiatedCommsAlready = true 0
FireBest ConfirmNPCWantsToTalk",,,
playerOptionsVSContactingNPC,ConfirmNPCWantsToTalk,"!$contactedPlayerRecently
!IsSoughtByPatrols $faction.id",$contactedPlayerRecently = true 2,"Ao se aproximar de $entityName, você recebe uma solicitação de comunicação.","acceptNPCComm:Aceitar a solicitação
declineNPCComm:Ignorar",
abortNPCWantsToTalk,ConfirmNPCWantsToTalk,$contactedPlayerRecently,EndConversation,,,
npcCommsAccept,DialogOptionSelected,$option == acceptNPCComm,"ShowPersonVisual
FireBest NPCCommsRequest",,,
npcCommsDecline,DialogOptionSelected,$option == declineNPCComm,EndConversation,Você recusou a solicitação de comunicação e continuou seu caminho.,,
npcCommsAcceptedDefault,NPCCommsRequest,,FireBest PickGreetingActive,,,
# test mission,,,,,,
convTMStart,OpenCDE,$playerContactForTestMission,ShowPersonVisual,"""Você quer concluir a missão com sucesso?""","tmYes:Sim
tmNo:Não",
convTMStartNPCInitiated,NPCCommsRequest,$playerContactForTestMission,ShowPersonVisual,"Você aceitou a solicitação de comunicação.

""Você quer concluir a missão com sucesso?""","tmYes:Sim
tmNo:Não",
convTMOptionYes,DialogOptionSelected,$option == tmYes,"CallEvent $testMissionEventRef success
ShowDefaultVisual
EndConversation",,,
convYMOptionNo,DialogOptionSelected,$option == tmNo,"CallEvent $testMissionEventRef failure
ShowDefaultVisual
EndConversation",,,
,,,,,,
# generic refusal to deal while known-inhospitable to authorities (i.e. while open trade isn't available),,,,,,
generic_refuseToDealKnownInhospitable,PickGreeting,"$requiresDiscretionToDeal
HasAttentionOfAuthorities score:500","Highlight  ""transponder off""
ShowPersonVisual
SetShortcut cutCommLink ""ESCAPE""","Após uma breve espera, sua solicitação de conexão é aceita. $personName te observa por um momento antes de falar.

""E por que alguém do lado errado das autoridades de $marketName gostaria de entrar em contato comigo?""

Você considera que talvez voltar com o transponder desligado e sem chamar atenção indevida seja uma abordagem melhor.",0:cutCommLink:Cortar a ligação,
# MarketProcurementMission,,,,,,
mpm_greetingNeedTOff,PickGreeting,"$mpm_isPlayerContact
$player.transponderOn
$hostileToMarket score:100","Highlight  ""turning your transponder off""
ShowPersonVisual
SetShortcut cutCommLink ""ESCAPE""","Após uma breve espera, sua solicitação de conexão é aceita.

""O quê? Um carregamento de $mpm_commodityName? Receio não conhecer ninguém interessado nesse tipo de coisa.""

Na balança das coisas, talvez invadir o porto sem desligar o transponder para entrar em contato com um figurão do submundo não tenha sido sua melhor ideia.",0:cutCommLink:Cortar a ligação,
mpm_greetingEnough,PickGreeting,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Saudações! Estava esperando por esse carregamento de $mpm_commodityName.""",,
mpm_greetingNotEnough,PickGreeting,"$mpm_isPlayerContact
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Saudações! Estava esperando por esse carregamento de $mpm_commodityName... e vejo que você ainda não o tem. Bem, ainda há tempo.""",,
mpm_greetingEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Então, ouvi dizer que você tem a mercadoria.""",,
mpm_greetingNotEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Após uma breve espera, sua solicitação de conexão é aceita.

""Você não tem o que é preciso, então por que estamos perdendo tempo com isso?""",,
mpm_greetingActiveEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""Saudações! Estava esperando por esse carregamento de $mpm_commodityName.""",,
mpm_greetingActiveNotEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""Saudações! Estava esperando por esse carregamento de $mpm_commodityName... e vejo que você ainda não o tem. Bem, você ainda tem algum tempo.""",,
mpm_hasEnoughOption,PopulateOptions,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough",,,0:mpm_deliver:Entregue o $mpm_commodityName,
mpm_hasEnoughOptionSelected,DialogOptionSelected,$option == mpm_deliver,"AddText ""\""Excelente. Obrigado pelos seus esforços.\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_hasEnoughOptionSelectedBonus,DialogOptionSelected,"$option == mpm_deliver
CallEvent $mpm_eventRef hasBonus","AddText ""\""Excelente. Obrigado pelos seus esforços. Conforme acordado, também estou adicionando um bônus pela entrega pontual.\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
