id,type,text1,text2,text3,text4,text5,notes
planet_typhon,CUSTOM,"Um gigante gasoso em grande parte comum, composto principalmente de hidrogênio e hélio. Há algumas décadas, um pequeno escândalo eclodiu após um cientista 'denunciante' alegar que o planeta abriga uma família de xenovida que emprega propriedades semelhantes a aspectos da tecnologia de fase. O cientista foi internado em uma unidade de cuidados em Eventide, e a autoridade sobre a órbita baixa foi entregue inteiramente a uma administração militar da Hegemonia.",,,,,
planet_sphinx,CUSTOM,"Fundado como um centro logístico da frota da era do Domínio durante a colonização inicial do Setor Perseano, uma pequena instalação de produção de combustível AM foi construída profundamente sob a superfície de Esfinge para fornecer à Armada do Domínio um suprimento ininterrupto de combustível em caso de rebelião local. A Hegemonia herdou essa perspectiva estratégica.",,"O controle de tráfego é rígido, e todas as naves que chegam são etiquetadas e rastreadas por baterias antinaves. A militarização se estende à infraestrutura civil: instalações de postos de controle, embora inativas no momento, estão posicionadas em passagens e centros de trânsito importantes.",,,
planet_orthrus,CUSTOM,"Montanhas de gelo d'água irrompem de uma superfície coberta por geleiras de metano polvilhadas por neve de nitrogênio. Um punhado de planaltos erráticos de silicato oferecem poucas oportunidades de mineração. Nunca um mundo próspero, a indústria extrativa de Ortros, como um todo, tem sido sustentada por gerações por contratos provenientes do espaço da Hegemonia.",,"Governado por um conselho de pequenas empresas familiares apoiadas por investidores externos, a fênix da Hegemonia nunca considerou necessário abrigar Ortros sob suas asas flamejantes. As reservas de recursos são demasiado pobres, o valor estratégico ofuscado pela lua militarizada de Esfinge, e a política demasiado útil como símbolo do suposto respeito da Hegemonia por mundos independentes para ser integrada completamente.",,,
station_chupi_orco,CUSTOM,"Outrora uma enorme máquina industrial que manipulava a magnetosfera de Chupi Orco para extrair voláteis do espaço a partir das camadas mais altas de um sistema artificial de tempestades, as bobinas, geradores e tanques agora estão esvaziados, e os habitats perfurados por lanças de energia. Alguns hangares e túneis de acesso ainda apresentam funções mínimas de suporte de vida, agonizando pateticamente até que vazamentos de gás e a degradação de células solares deixem a estação tão fria e morta quanto a tumba que ela é.",,,,,
lava_minor,PLANET,Um planeta geologicamente instável sem uma crosta permanentemente formada. Fendas brilhantes e vulcões ativos pontilham a superfície; a lava que eles expelem combina-se para formar fluxos que percorrem centenas de quilômetros pela superfície carbonizada.,,,,,
planet_ithaca,CUSTOM,"Um mundo antigo e seco com pouco campo magnético digno de nota, Ithaca foi, ainda assim, considerada uma boa candidata pela Corporação de Terraformação Eridani-Utopia. Silencioso por bilhões de anos, a Estrela de Penélope tornou-se um centro de atividade para impulsionar a transformação de Ithaca e seu mundo irmão Ogígia, até ser lançado ao caos completo pelo Colapso.",,"Uma varredura superficial revela um aglomerado de instalações temporárias, presumivelmente laboratórios de planetologia, sítios de pesquisa geológica e algumas minas a céu aberto. Pequenas estações meteorológicas robóticas ocasionalmente emitem um fraco e inútil bipe de rádio; os instrumentos foram degradados à inutilidade por tempestades de poeira.",,,
planet_ogygia,CUSTOM,"Um mundo pequeno e estéril cuja superfície carrega as marcas de um impacto catastrófico e relativamente recente. Ainda assim, Ogígia foi considerada uma candidata secundária viável para terraformação devido à infraestrutura sistêmica sendo montada para seu mundo irmão, Ithaca. O Colapso pôs fim a esses planos.",,"Um grande evento de impacto deixou grande parte de um hemisfério inteiro de Ogígia como um mar de lava congelada, afundado dezenas de quilômetros abaixo da elevação média. Pouco resta de visitas humanas além de fundações desmontadas e, curiosamente, metade de um casco de uma nave de batalha classe Onslaught radioativa no fundo de um cânion de fratura.",,,
station_telepylus,CUSTOM,"Uma vasta estação orbital construída ao redor do núcleo de uma antiga Nave-Semente da era da Expansão, enterrada sob uma floresta de hangares modulares, pods industriais e anéis de habitação. Essa estação já foi a área de preparação para rebocadores de asteroides e refinarias móveis que percorriam o sistema externo. Agora está completamente morta.",,"Os reatores principais e todos os componentes industriais valiosos foram removidos — e apressadamente, pelo visto, considerando os extensos danos secundários. Os sistemas de backup passivos foram comprometidos pelo processo e a estação está muito longe da primária para receber energia suficiente para manter o suporte de vida. Um pequeno aviso no seu computador de navegação informa que a órbita da estação está decaindo e que ela se queimará na atmosfera de Telepylus em quinhentos ciclos.
Não é recomendado atracar na estação.",,,
planet_ismara,CUSTOM,"Um mundo frio e gelado, Ismara era o local perfeito para instalar minas e instalações de lançadores de massa para lançar placas de grafeno contendo água e nitrogênio em direção ao sistema interno, a fim de nutrir os mundos terrestres de Penelope.",,"Em órbita, as cicatrizes dos trilhos lineares dos lançadores de massa são facilmente visíveis, embora uma varredura mais detalhada revele que tudo o que resta são fileiras de colunas de suporte deformadas brotando do regolito; as bobinas supercondutoras e outros componentes valiosos foram saqueados há muito tempo. Da mesma forma, as cúpulas das usinas de fusão e fábricas foram abertas para a fina atmosfera, e a expansão das grades de habitats mortos é obscurecida a cada ciclo que passa por nuvens de metano.",,,
planet_nortia,CUSTOM,"Um grande planetoide metálico/silicato, embora de outro modo anônimo, preso no ponto L4 do gigante gasoso Salus, Nortia já foi dedicada a operações sazonais de mineração robótica e abuso de substâncias antes de ser inundada por refugiados durante a Crise de Askonia. Agora, forma a base independente mais forte de rebeldes Charteristas no sistema.",,"Desde a Crise, os centros de mineração e refino de Nortia cresceram em subúrbios caóticos e tumorosos de espuma rochosa; aqui, seguindo túneis de mineração sob a superfície, ali, brotando antenas de comunicação, coletores solares e cúpulas de pressão. A governança civil é realizada por meio de um acordo instável entre as forças subterrâneas da resistência Charterista (organizadas em uma hierarquia militar/estrutura celular dupla) apoiando um cartel acima do solo de contrabandistas independentes que fingem ser um governo legítimo — o qual até mesmo ostenta algo semelhante a uma presença diplomática da Hegemonia.",,,
planet_druj,CUSTOM,"Um mundo morto e estéril, embora com um campo magnético apreciável sugerindo um núcleo metálico diferenciado. As tempestades de íons desencadeadas por Aka Mainyu espalham Druj com partículas de alta energia espetaculares, explodindo voláteis e deixando arcos escuros de ferro nanofásico no regolito.",,,,,
planet_aka_mainyu,CUSTOM,"Travado tidalmente em sua primária, o lado diurno do gigante gasoso Aka Mainyu é um redemoinho infernal eterno, com ventos de metais vaporizados atingindo velocidades de milhares de quilômetros por hora. Meio milhão de toneladas de gás ionizado são ejetadas da atmosfera a cada segundo, criando uma cauda magnética enrolada complexa com efeitos detectáveis em todo o volume interno do sistema Duzahk.",,,,,
toxic_cold,PLANET,"Um mundo congelado envolto por uma espessa névoa de nitrogênio salpicada de nuvens de etano e metano. A superfície é formada por gelo erodido, dunas varridas pelo vento de compostos orgânicos e mares de hidrocarbonetos. Água líquida irrompe borbulhando com metano de criovulcões impulsionados pelo aquecimento de maré e elementos radioativos em decomposição nas profundezas do manto.",,,,,
slipstream,TERRAIN,"Um fluxo no hiperespaço, semelhante às correntes navegadas por antigos marinheiros na velha Terra.",,,,,
nebula,TERRAIN,"Nuvens interestelares de hidrogênio, hélio e poeira que causam significativo ruído nos sensores, o que pode ajudar uma frota a se esconder. O meio (relativamente) denso também interfere na operação do campo de propulsão.",,,,,
event_horizon,TERRAIN,O fluxo gravitacional próximo ao horizonte de eventos de um buraco negro é extremo.,,,,,
pulsar_beam,TERRAIN,Um jato relativístico magnetizado combinado com radiação intensa. Comumente emitido por estrelas de nêutrons.,,,,,
corona,TERRAIN,Um halo de plasma de alta temperatura que envolve uma estrela; a maioria das naves não é construída para suportar exposição prolongada à radiação extrema da coroa e sofrerá danos se permanecer dentro dela.,,,,,
corona_aka_mainyu,TERRAIN,Uma tempestade de íons de alta energia e flutuações magnéticas excepcionalmente fortes. A maioria das naves não é construída para suportar exposição prolongada a tal bombardeio extremo de radiação e sofrerá danos se permanecer dentro dela.,,,,,
asteroid_belt,TERRAIN,Uma zona orbital abundante em asteroides.,,,,,
ring,TERRAIN,"Um disco denso de poeira ou gelo que causa grande quantidade de ruído nos sensores, auxiliando uma frota a se esconder. O meio não tem densidade suficiente para desacelerar significativamente as naves.",,,,,
debris_field,TERRAIN,"Detritos deixados após uma batalha, uma operação de salvamento ou simplesmente flutuando juntos em um local gravitacionalmente estável.",,,,,
asteroid_field,TERRAIN,Um volume de espaço abundante em asteroides.,,,,,
magnetic_field,TERRAIN,Um campo magnético forte que aprisiona partículas carregadas de alta energia. É extremamente difícil obter qualquer leitura de sensores de uma frota escondida dentro.,,,,,
hyperspace_normal,TERRAIN,Este meio topologicamente exótico de quase-espaço-tempo é usado por naves estelares para contornar as restrições impostas pela geometria euclidiana nas viagens interestelares.,,,,,
hyperspace_deep,TERRAIN,"Este volume de hiperespaço é particularmente caótico, prejudicando o desempenho até mesmo de equipamentos calibrados para o hiperespaço.",,,,,
hyperspace_storm,TERRAIN,"Este volume de hiperespaço está passando por flutuações caóticas de fase, levando a cascatas de ressonância extremamente voláteis. Advertências antigas e terríveis sobre a exposição prolongada às chamadas ""tempestades de hiperespaço"" foram transmitidas por gerações de navegadores.",,,,,
hyperspace_abyssal,TERRAIN,"Hiperespaço abissal, quase impenetrável para sensores e exercendo uma pressão enorme sobre o campo de propulsão. Assunto de muitos contos antigos de navegadores, mais facilmente ridicularizado no conforto de um bar à beira do cais.",,,,,
stellar_mirror,CUSTOM,"Um arranjo orbital ultra-leve de espelhos solares usado para refletir e concentrar energia solar. Espelhos estelares são uma ferramenta comum de terraformação, e a arte de seu uso foi levada ao auge pela corporação Eridani-Utopia Terraforming durante a era dourada da expansão do Domínio.",,,,,
stellar_shade,CUSTOM,"Um arranjo orbital ultra-leve de sombreadores solares usado para desviar e coletar energia solar. Sombreadores estelares são uma ferramenta comum de terraformação, e a arte de seu uso foi levada ao auge pela corporação Eridani-Utopia Terraforming durante a era dourada da expansão do Domínio.",,,,,
kite,SHIP,"Um projeto civil conhecido, a classe ""Pipa"" de aeronaves de transporte orbital é o lembrete diário da reputação da Fabrique Orbitale em engenharia aeronáutica — uma especialidade valiosa mesmo na era das viagens espaciais. Esta espaçonave/compacta é aerodinâmica para voo atmosférico eficiente e conta com uma grade de propulsores de manobra de curta duração, coordenados por um subsistema de IA de nível delta para garantir pousos suaves (um ponto destacado pelo marketing da Fabrique por meio de holos publicitários divertidos com um casal bem vestido e uma taça de vinho cheia). A Pipa possui motores potentes para uma nave civil de seu tamanho, embora a manobrabilidade em gravidade zero deixe a desejar quando o subsistema especial não está ativado.

Nos ciclos perigosos pós-Colapso, a Pipa foi equipada com uma torre de defesa no lugar da cúpula de observação executiva, e os dois pods de jatos auxiliares foram substituídos por sistemas de mísseis (que não precisam consumir a limitada fonte de energia). Não resistirá em um combate justo, mas a Pipa pode ser equipada com presas inesperadamente afiadas e usar sua velocidade para escapar de saqueadores. Até mesmo radicais do Caminho Luddico são conhecidos por usarem Pipas modificadas para lançar armas de ataque contra cargueiros indefesos, seguido do acionamento do subsistema de manobra para uma rápida fuga e evitar a ira de suas vítimas e suas escoltas.",,,,,
gryphon,SHIP,"O Grifo é um cruzador de mísseis dedicado, projetado para fornecer uma plataforma altamente móvel de suporte de fogo pesado. Não é um cruzador de linha de frente e, portanto, opera melhor quando escoltado.

Entre os chamados ""Clã dos Cruzadores"", a onda de navios projetados pela Altair Exotech, o Grifo foi um componente-chave da estratégia de projeção de poder que entrou em moda pouco antes do colapso da rede de Portais. O Grifo foi concebido para permitir que um comandante de força-tarefa concentrasse rapidamente rajadas de poder de fogo pesado especializado, formando um martelo devastador contra a bigorna de cruzadores e destruidores de assalto. Pelo menos é o que diz o manual tático da era do Domínio.

De particular interesse é o nanoforno de mísseis integrado ao casco do Grifo: este sistema de nanoforno de arquitetura fixa permite a conversão extremamente rápida de matérias-primas densamente compactadas e pré-formuladas em uma faixa estreita de munições durante a batalha. Isso permite que o Grifo converta massa concentrada em armamentos desejados, possibilitando o reabastecimento de estoque de mísseis no meio do combate. O fluxo gerado por esse processo é, é claro, tremendo, portanto, não é aconselhável que capitães que dependem de seus escudos para bloquear fogo inimigo ativem o sistema de nanoforno de mísseis integrado.",,,,,
hammer,WEAPON,"Este foguete de disparo direto era onipresente no Setor Perseano pré-Colapso devido a aplicações civis pioneiras por mineradores de asteroides. A arma de ataque preferida dos desesperadamente mal-equipados, o Martelo é mais frequentemente empregado por milícias independentes pobres, Piratas e, especialmente, o Caminho Luddico. Isso levou ao nome alternativo levemente blasfemo da arma, ""Martelo de Ludd"".",,,,,
hammer_single,WEAPON,"Este foguete de disparo direto era onipresente no Setor Perseano pré-Colapso devido a aplicações pioneiras por mineradores de asteroides. A arma de ataque preferida dos desesperadamente mal-equipados, o Martelo é frequentemente empregado por milícias independentes pobres, Piratas e, em particular, o Caminho Luddico. Isso levou ao nome alternativo levemente blasfemo da arma, ""Martelo de Ludd"".",,,,,
hammerrack,WEAPON,"Este foguete de disparo direto era onipresente no Setor Perseano pré-Colapso devido a aplicações pioneiras por mineradores de asteroides. A arma de ataque preferida dos desesperadamente mal-equipados, o Martelo é frequentemente empregado por milícias independentes pobres, Piratas e, em particular, o Caminho Luddico. Isso levou ao nome alternativo levemente blasfemo da arma, ""Martelo de Ludd"".

O suporte de Barragem de Martelos fornece um exemplo impressionante da eficiência da quantidade.",,,,,
jackhammer,WEAPON,"Este foguete de disparo direto era onipresente no Setor Perseano pré-Colapso devido a aplicações pioneiras por mineradores de asteroides. A arma de ataque preferida dos desesperadamente mal-equipados, o Martelo é frequentemente empregado por milícias independentes pobres, Piratas e, em particular, o Caminho Luddico. Isso levou ao nome alternativo levemente blasfemo da arma, ""Martelo de Ludd"".

Este suporte específico de três tiros ganhou seu nome quando algum navegador astuto descobriu como modificar o ciclagem civil de suporte em um disparo sequencial de um-dois-três que sacode o casco. A modificação se espalhou pelo Setor aparentemente da noite para o dia.",,,,,
squall,WEAPON,"Mísseis anti-escudo de médio alcance, projetados para serem usados na abertura de um encontro de combate para desativar os escudos de um oponente desatento, abrindo uma oportunidade para que projéteis anti-blindagem de alto dano sejam empregados imediatamente após a salva Tempestade.

Pods de mísseis intercambiáveis foram projetados para permitir o rápido reabastecimento da impressionante salva de 20 tiros do Tempestade, mas a alta massa dos pods e a mecânica complicada dos carregadores automáticos de mísseis tornam o processo desajeitado, e o tempo de recarga fica abaixo das especificações originais da Armada do Domínio. Ainda assim, o Tempestade é um sistema de armas aterrorizante quando implantado contra combatentes que dependem de escudos, pois força um capitão com um sistema de defesa de ponto insuficiente a desativar seus escudos ou submeter-se a um alto fluxo de escudo que pode levar à sobrecarga.",,,,,
locust,WEAPON,"Um grande sistema de mísseis guiados de curto alcance projetado para lançar grandes quantidades de projéteis para sobrecarregar e incapacitar esquadrões de caças inimigos em uma única salva. O Gafanhoto pode ser usado contra alvos maiores, mas terá pouco efeito relativo a menos que os escudos e a blindagem já estejam comprometidos.

O Gafanhoto lança rajadas de trinta mísseis pequenos por salva. Sistemas robustos de rastreamento individual de baixa potência são coordenados por um sistema de inteligência de enxame distribuída para permitir um excelente rastreamento de alvos, enquanto micropropulsores químicos fornecem manobrabilidade por um curto período. Algoritmos de mira testados e comprovados, baseados nos antigos sistemas de mísseis Swarmer, permitem que os Gafanhotos errem apenas raramente. O Gafanhoto merecidamente conquistou um lugar nos pesadelos dos pilotos de caça.",,,,,
forgevats,SHIP_SYSTEM,"Um sistema de nanoforno de arquitetura fixa que permite a conversão rápida de matérias-primas pré-formuladas em munição de mísseis durante a batalha. O fluxo gerado por esse processo é tremendo, portanto, não é aconselhável ativar o sistema de nanoforno de mísseis integrado enquanto estiver sob fogo.",Special,Recarrega parte da munição de mísseis quando usado e gera uma grande quantidade de fluxo.,,"A quantidade de mísseis recarregados é igual à capacidade base de munição de cada arma, antes de quaisquer modificadores de habilidades ou modificações de casco.",
forgevats_station,SHIP_SYSTEM,Um sistema de nanoforno de arquitetura fixa que permite a conversão rápida de matérias-primas pré-formuladas em munição de mísseis durante a batalha.,Special,Recarrega parte da munição de mísseis quando usado.,,"A quantidade de mísseis recarregados é igual à capacidade base de munição de cada arma, antes de quaisquer modificadores de habilidades ou modificações de casco.",
starliner,SHIP,"Um transatlântico de passageiros de uma era mais civilizada, o Mbaye-Gogol 440 ""Estrela"" foi construído para viajar entre os sistemas do Domínio com velocidade e conforto. O Estrela possui cabines particulares de primeira classe, dois tipos de serviço de alimentação, um teatro de gravidade zero e até mesmo um pequeno cais de pouso/decolagem para uso exclusivo de passageiros executivos. (Por ser uma nave civil, não há, é claro, instalações para reparo e rearmamento de caças).

O Estrela é equipado com um escudo frontal para garantir a segurança dos passageiros e proteger o casco de abrasões rotineiras. Reformado para a realidade atual do Setor, esta classe de nave é equipada rotineiramente com lançadores de flares anti-mísseis de banda completa, além de diversos canhões; isso serve não apenas para evocar um senso de aventura, mas também para desencorajar a pirataria casual, justificando uma ""taxa de munição"" em cada passagem.",,,,,
nebula,SHIP,"O volumoso e desajeitado casco do Mbaye-Gogol 430 ""Nebula"" não contribui em nada para o romantismo das viagens interestelares, mas garante uma capacidade respeitável de passageiros e carga para uma nave de sua classe. De fato, a Nebula passou a dominar lentamente os serviços de passageiros de médio porte desde a recepção moderada de sua primeira linha de produção.

A Nebula é equipada com um escudo frontal para aumentar a segurança dos passageiros e estender a manutenção do revestimento do casco. E, como o Setor é o que é, várias torres balísticas e lançadores de flares antiaéreos de banda larga foram instalados em locais estratégicos para garantir aos passageiros pagantes que seu bem-estar é uma prioridade absoluta do operador.",,,,,
mudskipper,SHIP,"Mais comumente usada como balsa interplanetária, a Mudskipper é, de fato, capaz de viagens interestelares. A nave não possui gerador de escudo integrado, devendo confiar em sua blindagem durável — para uma nave civil — para proteger passageiros e carga. Não há muita esperança para a Mudskipper em combate, mas geralmente é equipada com uma torre traseira para frustrar ataques dos populares mísseis Salamander.

Produzida inicialmente como da classe ""Pegasus"", devido a uma reivindicação de marca registrada, foi revertida ao seu código de modelo na documentação oficial. Os operadores rapidamente batizaram o modelo MGA-220 com o nome ""Mudskipper"" (Salamandra), e o nome pegou. Essa pequena nave resistente é um esteio no transporte civil em regiões remotas há séculos, e embora não seja bonita, sua construção robusta simplifica a manutenção e portas de baía generosas permitem grande versatilidade. Até hoje, a imagem da Mudskipper na mente pública foi consolidada por uma sequência holovídeo improvável, que mostra uma Mudskipper transportando um rebanho de bovinos para um árido-terráqueo pitoresco.",,,,,
scarab,SHIP,"O Scarab é um casco raro e experimental desenvolvido pela corporação Tri-Tachyon. Apenas uma produção limitada de protótipos foi fabricada.

Tecnologias que violam grosseiramente a causalidade foram proibidas pelo Domínio, e essa proibição é mantida pela doutrina da Hegemonia — com apoio Luddico. Ainda assim, são justamente essas poucas e marginais tecnologias que formam a base da civilização humana interestelar, desde o antigo sistema de Portais (dependendo da teoria sobre seu funcionamento) até a viagem e comunicação FTL comuns pelo hiperespaço. A Tri-Tachyon sempre esteve na vanguarda dessas tecnologias — e da lei — ao liderar o desenvolvimento da tecnologia de fase. O sistema protótipo ""Casca Temporal"", integrado ao casco do Scarab, não é exceção.

Portanto, não é tanto que o Scarab manipule o tempo, mas sim que evita a taxa normal de consequências do referencial local. O efeito, tão perturbador para teólogos Luddicos quanto para leigos, é fazer com que o tempo pareça desacelerar para o mundo exterior. Claro que não se deve afirmar isso na presença de físicos temporais aplicados, que lidam com tais milagres, para evitar tediosas correções de terminologia.",,,,,
centurion,SHIP,"Uma fragata de combate pesada e sólida, o Centurion pode ser contado para preencher e manter lacunas na linha de batalha, de acordo com a doutrina da era do Domínio praticada pelo sucessor-estado do XIV Batalhão.

O Centurion é valorizado por sua versatilidade, graças à abundância de slots de armas híbridas e um Campo Amortecedor integrado que permite ignorar o temível poder de fogo ao qual certamente será submetido em combate.",,,,,
wayfarer,SHIP,"Com blindagem e armamento respeitáveis para uma fragata pesada, o Wayfarer não se adequa à economia implacável que o tornaria ideal para comércio em massa nas rotas dedicadas, onde a segurança é garantida por locais civilizados (ou, pelo menos, por escoltas armadas). Não, o Wayfarer é uma nave estelar para as rotas solitárias na fronteira, entre mundos onde a dura lei da necessidade reina, onde bandidos vagam e os arcos cruzados de suas próprias torres de armas são o melhor conforto a ser encontrado no frio do espaço.",,,,,
ionpulser,WEAPON,"Projetada para aumentar o poder de fogo, esta versão aprimorada do Canhão de Íons emite um pulso eletromagnético (PEM) que pode desativar rapidamente os sistemas e motores inimigos, causando danos pesados e se espalhando para os módulos próximos aos pontos de impacto.

O Pulser de Íons utiliza um meio de ganho não convencional para projetar matéria bariónica altamente ionizada em um feixe coerente por meio de três aparatos de aceleradores lineares rotativos. Quando o feixe de íons atinge o alvo, ele cria um campo magnético local que causa estragos em toda sorte de eletrônicos, incluindo sensores, ignitores de combustível, módulos de mira, computadores, etc. A arma também funde certos circuitos e pode tensionar levemente os geradores de escudo, causando danos permanentes negligíveis. Raramente é a única arma instalada em naves.",,,,,
ionbeam,WEAPON,"Uma arma de suporte de longo alcance, o Feixe de Íons é capaz de disparar arcos de PEM cada vez mais disruptivos através dos escudos à medida que os níveis de fluxo rígido do alvo aumentam — com um alto custo de fluxo para a nave que dispara.

Após a entrega do Pulser de Íons ao Campo de Provas de Chernabog, testes de disparo e simulações táticas concluíram que o sistema de armas era inadequado para o papel descrito na proposta original vencida pela Bhilai Exospace. Uma pesada multa foi deduzida da taxa de entrega e engenheiros foram enviados de volta para produzir uma arma de energia carregada com alcance suficiente para ser montada em plataformas de combate, que deveriam ser posicionadas atrás — e não na linha de frente — do combate. Seis meses depois, eles entregaram o Feixe de Íons.

O Feixe de Íons de longo alcance emprega um padrão de ganho de ponta melhor compreendido como uma forma de geometria difratada projetada no espaço normal. Difícil de fabricar, essa construção única ainda assim permite a projeção de matéria bariónica altamente ionizada em um feixe coerente conhecido por causar estragos em toda sorte de eletrônicos, incluindo sensores, ignitores de combustível, módulos de mira, computadores, etc., embora cause danos permanentes negligíveis. Operado contra um alvo de alto fluxo, o Feixe de Íons pode ocasionalmente acumular uma carga que se espalhará além dos escudos de energia, à medida que o acúmulo de partículas carregadas interfere no ciclo de difusão do escudo.",,,,,
mora,SHIP,"Esta classe de porta-aviões foi comissionada durante o mesmo período da doutrina naval do Domínio centrada em porta-aviões, como o onipresente caça Talon. Blindada para resistir à fúria do combate ao lado do Onslaught, a Mora foi, ainda assim, descomissionada em massa quando a doutrina mudou para favorecer armas mais pesadas e naves capitais flanqueadas por cruzadores de linha.

Cascos desmilitarizados foram vendidos e convertidos em plataformas industriais móveis para uso nas fronteiras do Domínio. A resistente e adaptável Mora era um espetáculo comum em levantamentos de longo alcance, mineração, construção, manuseio de drones e uso como diques secos móveis. Alguns cascos foram até mesmo semi-enterrados em mundos alienígenas e usados como estações de energia blindadas e oficinas para formar o núcleo de novos assentamentos.

Após o Colapso, cascos da classe Mora foram re-militarizados quase suspeitamente rápido por facções que não possuíam porta-aviões dedicados. Hoje, são uma bigorna sobre a qual muitos senhores da guerra Piratas são quebrados.",,,,,
accretion,TERRAIN,"Um rio de rocha, poeira e gás espirala incessantemente em direção à aniquilação.",,,,,
planet_gelan,CUSTOM,"Um planeta grande e relativamente massivo em órbita próxima de sua estrela primária, os ventos estelares varreram elementos mais leves, deixando dióxido de carbono e enxofre para dominar a atmosfera. O véu mortal de gás tóxico cria um efeito estufa descontrolado que, além da gravidade esmagadora, garante condições de superfície extremamente inóspitas.",,,,,
planet_mairaath,CUSTOM,"Mairaath foi devastada por uma operação coordenada do Caminho Luddico no ciclo 82, que transformou suas impressionantes estações-cidades orbitais em armas lançadas contra a superfície incrivelmente terraformada. O que resta é um mundo carbonizado e despedaçado, os padrões climáticos cuidadosamente cultivados pela grande cabala de terraformação de Mayasura transformados em tempestades horríveis que circundam o globo, agitando para sempre as cinzas de um mundo assassinado.",,"Mesmo após sua ruína apocalíptica, a humanidade ainda se agarra à superfície de Mairaath, abrigada nas conchas quebradas das grandes cidades reduzidas a escombros, assoladas por tempestades intermináveis.",,,
derelict_probe,CUSTOM,"Um exemplo de uma das incontáveis milhares de naves-sonda robóticas enviadas pela galáxia pelo Domínio para encontrar novos recursos a explorar, planetas a colonizar e desvendar o desconhecido. Algumas variantes são produzidas por naves-mãe automatizadas. Este exemplar parece inativo; marcado por pequenos impactos, seu casco exibe iridescência de uma terrível cicatriz de radiação. A fabricação desta sonda pode muito bem datar de mil ciclos atrás.",,,,,
derelict_surveyship,CUSTOM,"Uma nave de levantamento automatizada de uma antiga onda de exploração do Domínio. Milhares de naves como esta foram enviadas em ondas, algumas independentes, outras anexadas a (ou fabricadas por) naves-mãe igualmente automatizadas que seguiram a primeira onda de sondas robóticas. Este casco aparentemente inerte foi devastado por séculos de exposição a partículas carregadas e impactos de alta velocidade de poeira interestelar.",,,,,
derelict_mothership,CUSTOM,"Uma das lendárias naves-mãe de levantamento, a incansável operária automatizada do esforço de exploração e colonização do Domínio. Esta é, essencialmente, uma sonda de von Neumann, pois as naves-mãe de levantamento possuem capacidade de autoforja para fabricar uma série de naves de levantamento menores e os suprimentos necessários para realizar sua missão contínua. Este exemplar está queimado e danificado pelos séculos de serviço ao Domínio, um casco esquecido à deriva.",,,,,
station_derelict_survey_mothership,SHIP,"Uma das lendárias naves-mãe de levantamento, a incansável operária automatizada do esforço de exploração e colonização do Domínio. Esta é, essencialmente, uma sonda de von Neumann, pois as naves-mãe de levantamento possuem capacidade de autoforja para fabricar uma série de naves de levantamento menores e os suprimentos necessários para realizar sua missão contínua. Este exemplar está queimado e danificado pelos séculos de serviço ao Domínio, um casco esquecido à deriva.",,,,,
derelict_gatehauler,CUSTOM,"Uma imensa nave estelar automatizada encarregada de transportar os Portais usados para estabelecer conexões quase instantâneas entre sistemas estelares. Após incontáveis ciclos solitários, o Portal seria instalado em um novo sistema e ativado para expelir uma onda de recém-chegados em busca de recursos, dados e experiências para alimentar a grande cultura e economia do Domínio.",,,,,
derelict_seedship,CUSTOM,"Semeia mundos promissores com uma variedade de formas de vida para iniciar os processos que mantêm um ambiente terrestre, desde líquens resistentes até algas simples, além de cápsulas criogênicas que liberam formas de vida mais avançadas à medida que as condições planetárias melhoram. A nave-semente deixará o mundo para coletar novos materiais de pequenos asteroides, fabricar um novo kit inicial de terraformação e seguir para o próximo alvo.",,,,,
derelict_cryosleeper,CUSTOM,"Uma das enormes naves lendárias que transportou milhões de emigrantes humanos dos sistemas centrais do Domínio para as grandes fronteiras que se estendem do Braço de Sagitário através do Esporão de Órion. Pelas fracas mas estáveis leituras de EM nos sensores, muitos dos caixões de hibernação ainda estão viáveis mesmo após centenas de ciclos nestas costas selvagens do Perseu.",,,,,
coronal_tap,CUSTOM,"Esta classe de megestrutura já alimentou o poder industrial incomensurável do Domínio, levando a civilização humana a um status próximo ao tipo II de Kardashev. É capaz de extrair energia em escala astronômica diretamente da estrela vinculada. Perder o controle de um hiperdesvio coronal ativo sem seguir os procedimentos adequados de desativação pode ser desastroso.",,,,,
cargo_pods,CUSTOM,"Um aglomerado de cápsulas de carga à deriva no espaço. Podem conter bens valiosos que podem ser recuperados, ou até mesmo tripulações criogenicamente congeladas que podem ser resgatadas.",,,,,
cryopods,CUSTOM,Um aglomerado de cápsulas criogênicas à deriva no espaço. Provavelmente contêm tripulações criogenicamente congeladas que podem ser resgatadas.,,,,,
supply_cache,CUSTOM,"Um estoque de suprimentos, armas ou outros equipamentos, à deriva e esquecido — até agora.",,,,,
hidden_cache,CUSTOM,"Um esconderijo oculto em um poço profundo dentro de um grande asteroide, sem indicação do que pode ser encontrado dentro.",,,,,
weapon_cache,CUSTOM,Estas cápsulas de carga à deriva apresentam leituras peculiares exclusivas dos armamentos de naves espaciais.,,,,,
,,,,,,,
mairaath_station1,CUSTOM,"Destruída no ataque a Mairaath no Ciclo 82, os destroços frios desta antiga astrópole permanecem em órbita, envolta em uma nuvem de seus próprios detritos.",,,,,
